"Flight Name","Rating Name","Rating Value"
"vietnamairlines","Respondingtocustomerrequests",4
"vietnamairlines","Seatavailabilityandcomfort",4
"vietnamairlines","Seatcomfort",4
"vietnamairlines","Seatcomfortandpersonalspace",4
"vietnamairlines","Selectionofwines&beverages",4
"vietnamairlines","Servicehospitality",4
"vietnamairlines","Serviceskillsandproficiency",3
"vietnamairlines","Serviceskillsandproficiency",4
"vietnamairlines","Speedandtimingofservice",4
"vietnamairlines","Speedandtimingofservices",4
"vietnamairlines","Staffassistanceonarrival",4
"vietnamairlines","StaffLanguageskills",3
"vietnamairlines","Staffserviceefficiency",3
"vietnamairlines","Standardofshowerfacilities",3
"vietnamairlines","Standardofwashrooms",3
"vietnamairlines","Totalstaffservicehospitality",4
"vietnamairlines","Transferserviceassistance",4
"vietnamairlines","Washroomamenities",3
"vietnamairlines","Washroomcleanliness",4
"vietnamairlines","WiFiservice",4
"virginatlantic","Accesstopower/chargingpoints",4
"virginatlantic","Alacartediningoption",4
"virginatlantic","Ambienceandexclusivity",4
"virginatlantic","Amenitykitandwashroomamenities",4
"virginatlantic","Arrivalloungefacilities",4
"virginatlantic","Attentiontocabinsafety",4
"virginatlantic","Baggagedeliverytimes",3
"virginatlantic","Boardingefficiency",3
"virginatlantic","Boardingefficiency",4
"virginatlantic","BusinessClass",4
"virginatlantic","Cabinandseatcleanliness",3
"virginatlantic","Cabinandseatcleanliness",4
"virginatlantic","Cabinpresenceandattention",3
"virginatlantic","Cabinpresenceandattention",4
"virginatlantic","Cabinsafetyinformation/video",4
"virginatlantic","Cabintemperatures",4
"virginatlantic","Check-infacilities",4
"virginatlantic","Check-instaffservice",4
"virginatlantic","Choiceofhotandcoldfood",4
"virginatlantic","Choiceofwinesandbeverages",4
"virginatlantic","Cleanlinessofloungeareas",4
"virginatlantic","Comfortitems",4
"virginatlantic","EconomyClass",3
"virginatlantic","Enthusiasmandfriendliness",3
"virginatlantic","Enthusiasmandfriendliness",4
"virginatlantic","Flexibilityofmealservice",4
"virginatlantic","Friendlinessofstaffservice",4
"virginatlantic","Inflightentertainment",4
"virginatlantic","InflightEntertainment",4
"virginatlantic","Interactionwithcustomers",3
"virginatlantic","Interactionwithcustomers",4
"virginatlantic","Languageskills",3
"virginatlantic","Magazinesandnewspapers",4
"virginatlantic","OnboardWiFiandconnectivity",4
"virginatlantic","Personalisationofservice",4
"virginatlantic","Premiumcheck-infacilities",4
"virginatlantic","PremiumEconomy",4
"virginatlantic","Prioritybaggageservice",4
"virginatlantic","Priorityboardingoptions",4
"virginatlantic","Priorityboardingservice",4
"virginatlantic","Prioritycheck-infacilities",4
"virginatlantic","Qualityconsistencyamongstaff",4
"virginatlantic","Qualityoffoodserved",4
"virginatlantic","Qualityofmealsserved",4
"virginatlantic","Qualityofwines&beverages",4
"virginatlantic","Quantityoffoodserved",4
"virginatlantic","Respondingtocustomerrequests",4
"virginatlantic","Seatavailabilityandcomfort",4
"virginatlantic","Seatcomfort",4
"virginatlantic","Seatcomfortandpersonalspace",4
"virginatlantic","Selectionofwines&beverages",4
"virginatlantic","Servicehospitality",3
"virginatlantic","Servicehospitality",4
"virginatlantic","Serviceskillsandproficiency",4
"virginatlantic","Speedandtimingofservice",3
"virginatlantic","Speedandtimingofservice",4
"virginatlantic","Staffassistanceonarrival",3
"virginatlantic","Staffassistanceonarrival",4
"virginatlantic","StaffLanguageskills",3
"virginatlantic","Staffserviceefficiency",4
"virginatlantic","Standardofshowerfacilities",4
"virginatlantic","Standardofwashrooms",4
"virginatlantic","Totalstaffservicehospitality",4
"virginatlantic","Transferserviceassistance",3
"virginatlantic","Washroomamenities",3
"virginatlantic","Washroomcleanliness",3
"virginatlantic","Washroomcleanliness",4
"virginatlantic","WiFiservice",4
"virginaustralia","Accesstopower/chargingpoints",4
"virginaustralia","Ambienceandexclusivity",4
"virginaustralia","Amenitykitandwashroomamenities",4
"virginaustralia","Attentiontocabinsafety",4
"virginaustralia","Baggagedeliverytimes",4
"virginaustralia","Boardingefficiency",4
"virginaustralia","BusinessClass",4
"virginaustralia","BuyonboardF&Bprices",4
"virginaustralia","BuyonboardF&Bselection",4
"virginaustralia","Cabinandseatcleanliness",4
"virginaustralia","Cabinpresenceandattention",3
"virginaustralia","Cabinpresenceandattention",4
"virginaustralia","Cabinsafetyinformation/video",4
"virginaustralia","Cabintemperatures",4
"virginaustralia","Check-infacilities",4
"virginaustralia","Check-instaffservice",4
"virginaustralia","Choiceofhotandcoldfood",4
"virginaustralia","Choiceofwinesandbeverages",4
"virginaustralia","Cleanlinessofloungeareas",4
"virginaustralia","Comfortitems",4
"virginaustralia","Complimentarybeverages",4
"virginaustralia","Complimentarymeals/snacks",4
"virginaustralia","EconomyClass",4
"virginaustralia","Enthusiasmandfriendliness",4
"virginaustralia","Flexibilityofmealservice",4
"virginaustralia","Friendlinessofstaffservice",4
"virginaustralia","Inflightentertainment",4
"virginaustralia","InflightEntertainment",4
"virginaustralia","Interactionwithcustomers",4
"virginaustralia","Languageskills",4
"virginaustralia","Magazinesandnewspapers",4
"virginaustralia","Personalisationofservice",4
"virginaustralia","Premiumcheck-infacilities",4
"virginaustralia","PremiumEconomy",4
"virginaustralia","Prioritybaggageservice",4
"virginaustralia","Priorityboardingoptions",4
"virginaustralia","Priorityboardingservice",4
"virginaustralia","Prioritycheck-infacilities",4
"virginaustralia","Qualityconsistencyamongstaff",4
"virginaustralia","Qualityoffoodserved",4
"virginaustralia","Qualityofmealsserved",4
"virginaustralia","Qualityofwines&beverages",4
"virginaustralia","Quantityoffoodserved",4
"virginaustralia","Respondingtocustomerrequests",3
"virginaustralia","Respondingtocustomerrequests",4
"virginaustralia","Seatavailabilityandcomfort",4
"virginaustralia","Seatcomfort",4
"virginaustralia","Seatcomfortandpersonalspace",4
"virginaustralia","Selectionofwines&beverages",4
"virginaustralia","Servicehospitality",4
"virginaustralia","Serviceskillsandproficiency",4
"virginaustralia","Speedandtimingofservice",3
"virginaustralia","Speedandtimingofservice",4
"virginaustralia","Speedandtimingofservices",4
"virginaustralia","Staffassistanceonarrival",3
"virginaustralia","StaffLanguageskills",4
"virginaustralia","Staffserviceefficiency",3
"virginaustralia","Standardofshowerfacilities",4
"virginaustralia","Standardofwashrooms",4
"virginaustralia","Totalstaffservicehospitality",4
"virginaustralia","Transferserviceassistance",3
"virginaustralia","Washroomamenities",4
"virginaustralia","Washroomcleanliness",3
"virginaustralia","Washroomcleanliness",4
"virginaustralia","WiFiservice",4
"west-air",0,
"west-air","Attentiontocabinsafety",4
"west-air","Baggagedeliverytimes",3
"west-air","Boardingefficiency",3
"west-air","Cabinandseatcleanliness",4
"west-air","Cabinpresenceandattention",4
"west-air","Cabinsafetyinformation/video",4
"west-air","Check-inserviceoptions",4
"west-air","Check-instaffservice",3
"west-air","Comfortitems",4
"west-air","Complimentaryfood&beverages-premium",4
"west-air","EconomyClass-premium",4
"west-air","EconomyClass-standard",3
"west-air","Enthusiasmandfriendliness",4
"west-air","In-seatPower",4
"west-air","Interactionwithcustomers",3
"west-air","Languageskills",3
"west-air","Pre-OrderOnboardmeals",4
"west-air","PricesofbuyonboardF&B",4
"west-air","Qualityconsistencyamongstaff",3
"west-air","QualityofbuyonboardF&B",3
"west-air","Respondingtocustomerrequests",3
"west-air","Seatcomfort-premium",4
"west-air","Seatcomfort-regular",3
"west-air","SelectionofbuyonboardF&B",4
"west-air","Servicehospitality",3
"west-air","Serviceskillsandproficiency",4
"west-air","Speedandtimingofservice",4
"west-air","Staffassistanceonarrival",3
"west-air","Transferserviceassistance",3
"west-air","Washroomcleanliness",3
"wizzair","Attentiontocabinsafety",3
"wizzair","Baggagedeliverytimes",3
"wizzair","Boardingefficiency",3
"wizzair","Cabinandseatcleanliness",2
"wizzair","Cabinpresenceandattention",3
"wizzair","Cabinsafetyinformation/video",3
"wizzair","Checkedbaggagefee",3
"wizzair","Check-inserviceoptions",3
"wizzair","Check-instaffservice",3
"wizzair","Delay&cancellationhandling",2
"wizzair","EconomyClass",3
"wizzair","Enthusiasmandfriendliness",3
"wizzair","Handbaggageallowance",3
"wizzair","Interactionwithcustomers",2
"wizzair","Languageskills",3
"wizzair","Pre-orderF&Boptions",1
"wizzair","PricesofbuyonboardF&B",3
"wizzair","Qualityconsistencyamongstaff",3
"wizzair","QualityofbuyonboardF&B",3
"wizzair","Respondingtocustomerrequests",3
"wizzair","Seatcomfort",3
"wizzair","Seatreservationfee",3
"wizzair","SelectionofbuyonboardF&B",3
"wizzair","Servicehospitality",2
"wizzair","Serviceskillsandproficiency",3
"wizzair","Speedandtimingofservice",3
"wizzair","Staffassistanceonarrival",1
"wizzair","Washroomcleanliness",2
"xiamen-airlines","Accesstopower/chargingpoints",3
"xiamen-airlines","Alacartediningoption",2
"xiamen-airlines","Ambienceandexclusivity",3
"xiamen-airlines","Amenitykitandwashroomamenities",3
"xiamen-airlines","Attentiontocabinsafety",3
"xiamen-airlines","Attentiontocabinsafety",4
"xiamen-airlines","Baggagedeliverytimes",3
"xiamen-airlines","Boardingefficiency",3
"xiamen-airlines","BusinessClass",3
"xiamen-airlines","Cabinandseatcleanliness",3
"xiamen-airlines","Cabinandseatcleanliness",4
"xiamen-airlines","Cabinpresenceandattention",3
"xiamen-airlines","Cabinsafetyinformation/video",3
"xiamen-airlines","Cabinsafetyinformation/video",4
"xiamen-airlines","Cabintemperatures",3
"xiamen-airlines","Check-infacilities",3
"xiamen-airlines","Check-instaffservice",3
"xiamen-airlines","Choiceofhotandcoldfood",3
"xiamen-airlines","Choiceofwinesandbeverages",3
"xiamen-airlines","Cleanlinessofloungeareas",3
"xiamen-airlines","Comfortitems",3
"xiamen-airlines","Complimentarybeverages",4
"xiamen-airlines","Complimentarymeals/snacks",4
"xiamen-airlines","EconomyClass",3
"xiamen-airlines","Enthusiasmandfriendliness",3
"xiamen-airlines","Enthusiasmandfriendliness",4
"xiamen-airlines","FirstClass",3
"xiamen-airlines","Flexibilityofmealservice",2
"xiamen-airlines","Flexibilityofmealservice",3
"xiamen-airlines","Friendlinessofstaffservice",3
"xiamen-airlines","InflightEntertainment",2
"xiamen-airlines","Inflightentertainment",3
"xiamen-airlines","InflightEntertainment",3
"xiamen-airlines","Interactionwithcustomers",2
"xiamen-airlines","Languageskills",2
"xiamen-airlines","Magazinesandnewspapers",2
"xiamen-airlines","Personalisationofservice",2
"xiamen-airlines","Premiumcheck-infacilities",3
"xiamen-airlines","Prioritybaggageservice",3
"xiamen-airlines","Prioritybaggageservice",4
"xiamen-airlines","Priorityboardingservice",3
"xiamen-airlines","Priorityboardingservice",4
"xiamen-airlines","Qualityconsistencyamongstaff",3
"xiamen-airlines","Qualityoffoodserved",3
"xiamen-airlines","Qualityofmealsserved",3
"xiamen-airlines","Qualityofwines&beverages",3
"xiamen-airlines","Quantityoffoodserved",3
"xiamen-airlines","Respondingtocustomerrequests",3
"xiamen-airlines","Respondingtocustomerrequests",4
"xiamen-airlines","Seatavailabilityandcomfort",3
"xiamen-airlines","Seatcomfort",4
"xiamen-airlines","Seatcomfortandpersonalspace",3
"xiamen-airlines","Seatcomfortandpersonalspace",4
"xiamen-airlines","Selectionofwines&beverages",2
"xiamen-airlines","Selectionofwines&beverages",3
"xiamen-airlines","Servicehospitality",3
"xiamen-airlines","Serviceskillsandproficiency",3
"xiamen-airlines","Serviceskillsandproficiency",4
"xiamen-airlines","Speedandtimingofservice",3
"xiamen-airlines","Speedandtimingofservice",4
"xiamen-airlines","Speedandtimingofservices",3
"xiamen-airlines","Speedandtimingofservices",4
"xiamen-airlines","Staffassistanceonarrival",3
"xiamen-airlines","StaffLanguageskills",2
"xiamen-airlines","Staffserviceefficiency",3
"xiamen-airlines","Standardofshowerfacilities",2
"xiamen-airlines","Standardofshowerfacilities",3
"xiamen-airlines","Standardofwashrooms",3
"xiamen-airlines","Totalstaffservicehospitality",3
"xiamen-airlines","Transferserviceassistance",2
"xiamen-airlines","Transferserviceassistance",3
"xiamen-airlines","Washroomamenities",2
"xiamen-airlines","Washroomcleanliness",3
"xiamen-airlines","WiFiservice",3
